FRAME,validity,gaze_x,gaze_y,gaze_z,pupil_center_x,pupil_center_y
36001,1,-0.024801,-0.261534,0.964876,86.0,45.0
36002,1,-0.027596,-0.262022,0.964667,86.0,45.0
36003,1,-0.030635,-0.26278,0.964369,86.0,45.0
36004,1,-0.03542,-0.263307,0.964062,86.0,45.0
36005,1,-0.038485,-0.263879,0.963788,85.0,45.0
36006,1,-0.040868,-0.264161,0.963612,85.0,45.0
36007,1,-0.043481,-0.264313,0.963456,85.0,45.0
36008,1,-0.045498,-0.264851,0.963215,85.0,45.0
36009,1,-0.047569,-0.26611,0.962768,85.0,45.0
36010,1,-0.044804,-0.267492,0.962518,85.0,45.0
36011,1,-0.023715,-0.266009,0.963679,86.0,45.0
36012,1,0.004857,-0.26563,0.964063,88.0,45.0
36013,1,0.030033,-0.262705,0.964409,89.0,45.0
36014,1,0.056699,-0.264249,0.962787,91.0,45.0
36015,1,0.078507,-0.267175,0.960445,92.0,45.0
36016,1,0.080565,-0.271161,0.959156,93.0,44.0
36017,1,0.073029,-0.272097,0.959495,92.0,44.0
36018,1,0.064472,-0.270683,0.960507,92.0,44.0
36019,1,0.056778,-0.26914,0.961426,91.0,44.0
36020,1,0.051057,-0.269744,0.961578,91.0,44.0
36021,1,0.045669,-0.270677,0.961586,90.0,44.0
36022,1,0.038823,-0.269909,0.962103,90.0,44.0
36023,1,0.033653,-0.269064,0.962534,90.0,44.0
36024,1,0.027576,-0.268206,0.962967,89.0,44.0
36025,1,0.02287,-0.26812,0.963114,89.0,44.0
36026,1,0.016097,-0.26726,0.96349,89.0,45.0
36027,1,0.00967,-0.268281,0.963292,88.0,44.0
36028,1,0.00242,-0.268595,0.96325,88.0,44.0
36029,1,-0.002948,-0.268895,0.963165,87.0,44.0
36030,1,-0.009026,-0.269627,0.962923,87.0,44.0
36031,1,-0.015692,-0.271505,0.962309,87.0,44.0
36032,1,-0.022207,-0.272869,0.961795,86.0,44.0
36033,1,-0.028391,-0.272026,0.961871,86.0,44.0
36034,1,-0.036348,-0.271021,0.961887,85.0,44.0
36035,1,-0.043361,-0.270034,0.961874,85.0,44.0
36036,1,-0.049209,-0.267874,0.962196,85.0,44.0
36037,1,-0.043472,-0.266922,0.962737,85.0,44.0
36038,1,-0.014884,-0.26318,0.964632,87.0,45.0
36039,1,0.022453,-0.260379,0.965245,89.0,45.0
36040,1,0.057587,-0.256536,0.964818,91.0,45.0
36041,1,0.089158,-0.254916,0.962844,93.0,45.0
36042,1,0.102631,-0.256612,0.96105,94.0,45.0
36043,1,0.099298,-0.257207,0.961241,94.0,45.0
36044,1,0.090786,-0.257319,0.962052,93.0,45.0
36045,1,0.082111,-0.257326,0.96283,93.0,45.0
36046,1,0.074477,-0.25713,0.963503,92.0,45.0
36047,1,0.067578,-0.25819,0.963728,92.0,45.0
36048,1,0.058212,-0.258806,0.964174,91.0,45.0
36049,1,0.051972,-0.259032,0.96447,91.0,45.0
36050,1,0.044952,-0.260021,0.964556,90.0,45.0
36051,1,0.038352,-0.259773,0.964908,90.0,45.0
36052,1,0.032636,-0.259707,0.965136,90.0,45.0
36053,1,0.026638,-0.260427,0.965126,89.0,45.0
36054,1,0.019934,-0.262895,0.964618,89.0,44.0
