FRAME,validity,gaze_x,gaze_y,gaze_z,pupil_center_x,pupil_center_y
15751,1,0.081361,-0.000291,0.996685,85,65
15752,1,0.076502,-0.000525,0.997069,85,65
15753,1,0.072371,-0.000547,0.997378,85,65
15754,1,0.072034,0.000311,0.997402,85,65
15755,1,0.0695,0.001321,0.997581,84,65
15756,1,0.065835,-0.00113,0.99783,84,65
15757,1,0.063563,0.003156,0.997973,84,65
15758,1,0.063542,0.003674,0.997972,84,65
15759,1,0.084742,-0.00496,0.996391,86,64
15760,1,0.082012,-0.00795,0.9966,85,64
15761,1,0.082475,-0.01094,0.996533,85,64
15762,1,0.08207,-0.010571,0.99657,85,64
15763,1,0.102766,-0.00833,0.994671,87,64
15764,1,0.109787,-0.008239,0.993921,88,64
15765,1,0.10944,-0.010511,0.993938,88,64
15766,1,0.111666,-0.010035,0.993695,88,64
15767,1,0.052955,0.003053,0.998592,83,65
15768,1,0.059852,0.007299,0.998181,84,65
15769,1,0.06214,0.007461,0.99804,84,65
15770,1,0.063482,0.005692,0.997967,84,65
15771,1,0.063102,0.004751,0.997996,84,65
15772,1,0.063729,0.009929,0.997918,84,66
15773,1,0.06272,0.01121,0.997968,84,66
15774,1,0.010474,0.009407,0.999901,80,66
15775,1,0.013722,0.012072,0.999833,80,66
15776,1,0.017163,0.015712,0.999729,81,66
15777,1,0.017508,0.012227,0.999772,81,66
15778,1,0.015732,0.011793,0.999807,81,66
15779,1,0.013202,0.01186,0.999843,80,66
15780,1,0.011328,0.013745,0.999841,80,66
15781,1,0.089859,0.016934,0.995811,86,66
15782,1,0.098497,0.016957,0.994993,87,66
15783,1,0.095772,0.016673,0.995264,87,66
15784,1,0.091053,0.009062,0.995805,86,66
15785,1,0.089386,0.005472,0.995982,86,65
15786,1,0.087928,0.0013,0.996126,86,65
15787,1,0.08869,0.003757,0.996052,86,65
15788,1,0.098789,0.011736,0.995039,87,66
15789,1,0.115909,0.01397,0.993162,88,66
15790,1,0.116244,0.017888,0.99306,88,66
15791,1,0.116853,0.025059,0.992833,88,67
15792,1,0.115111,0.024368,0.993054,88,67
15793,1,0.112987,0.024137,0.993303,88,67
15794,1,0.111989,0.027339,0.993333,88,67
15795,1,0.111431,0.022007,0.993528,88,67
15796,1,0.078646,0.002776,0.996899,85,65
15797,1,0.0764,0.003202,0.997072,85,65
15798,1,0.072079,-0.001067,0.997398,85,65
15799,1,0.068539,0.000152,0.997648,85,65
15800,1,0.065679,0.001853,0.997839,84,65
15801,1,0.067749,0.010843,0.997643,85,66
15802,1,0.08305,0.006119,0.996527,86,66
15803,1,0.140036,-0.002851,0.990142,90,65
15804,1,0.138698,-0.007424,0.990307,90,64
15805,1,0.136427,-0.004331,0.990641,90,65
15806,1,0.134764,-0.001549,0.990876,90,65
15807,1,0.134145,-0.002835,0.990958,90,65
15808,1,0.134354,0.002756,0.99093,90,65
