FRAME,validity,gaze_x,gaze_y,gaze_z,pupil_center_x,pupil_center_y
1,True,-0.021994114217433126,-0.01001981599928623,0.9997078884489863,78.46324157714842,86.70796966552734
2,True,-0.02265305222822889,-0.009488809526060415,0.9996983553645187,78.49349975585938,86.74679565429688
3,True,-0.022648086897116653,-0.009403873280777351,0.999699270444477,78.49327087402342,86.75300598144531
4,True,-0.02366862400997692,-0.008977834567401834,0.9996795460165996,78.5401382446289,86.7841567993164
5,True,-0.023814917369225294,-0.009220227113902583,0.9996738653794371,78.54685974121092,86.76643371582031
6,True,-0.02681265713284349,-0.010424564376757602,0.9995861192888942,78.68456268310547,86.67837524414062
7,True,-0.03444027621191648,-0.0119305383642489,0.9993355440635473,79.03498840332031,86.5682601928711
8,True,-0.04237910286144828,-0.016111281895775056,0.9989716904078583,79.39990234375,86.26255798339842
9,True,-0.04998488684379577,-0.020641761120514853,0.9985366436866784,79.74972534179688,85.93125915527342
10,True,-0.05778095506592777,-0.02497935327312404,0.9980167298906996,80.10853576660156,85.6140365600586
11,True,-0.06359063553784398,-0.028441457101718855,0.9975707065616071,80.37612915039062,85.3608169555664
12,True,-0.06763318362475008,-0.031176269543446062,0.9972230405932944,80.56246948242188,85.16077423095703
13,True,-0.0724253660261278,-0.03332254895184497,0.9968170213671782,80.78337860107422,85.00376892089842
14,True,-0.07396830280855424,-0.03648489674967992,0.9965929673085132,80.85482788085938,84.77241516113281
15,True,-0.07429096514550834,-0.0383609231629206,0.9964985158402583,80.86993408203125,84.6351547241211
16,True,-0.07492133064448334,-0.0412975778409044,0.9963339321125896,80.89938354492188,84.42027282714842
17,True,-0.07534244550850468,-0.04236444582000165,0.9962573812199145,80.9189453125,84.34220123291016
18,True,-0.07612585965987792,-0.04473289970265172,0.9960942832760548,80.95541381835938,84.16886901855469
19,True,-0.07697872492383027,-0.04606208110903885,0.9959681523989637,80.99494171142578,84.07158660888672
20,True,-0.07675233327662428,-0.045731018127848744,0.9960008801791214,80.98445129394531,84.09581756591797
21,True,-0.07760704909329748,-0.04433489072910992,0.9959977727861987,81.02362823486328,84.197998046875
22,True,-0.07575673320324297,-0.04473769494832836,0.996122209382505,80.93840026855469,84.16851806640625
23,True,-0.07728041285142583,-0.04474686845892445,0.9960047467520589,81.00863647460938,84.1678466796875
24,True,-0.07663430780576343,-0.0444466425213746,0.996068109536546,80.97880554199219,84.1898193359375
25,True,-0.07702112837368001,-0.04548970173624327,0.9959911810954919,80.9968032836914,84.11347961425781
26,True,-0.07712839039662711,-0.045011334974145056,0.9960046140047097,81.00167083740234,84.14849090576172
27,True,-0.07676453948709701,-0.04488801495265488,0.9960382882153398,80.98487854003906,84.15751647949219
28,True,-0.07639172622125556,-0.04413494537417958,0.9961006027313479,80.96757507324219,84.21263122558592
29,True,-0.07600470596056559,-0.043649043705139105,0.996151617804978,80.94966125488281,84.2481918334961
30,True,-0.0762016403406393,-0.04444893592920255,0.9961012007342214,80.9588623046875,84.18965148925781
31,True,-0.07591459529682405,-0.04426212667055188,0.9961314362891673,80.94560241699219,84.20332336425781
32,True,-0.07474728312998505,-0.04435719943349687,0.9962154799656061,80.89181518554688,84.19636535644531
33,True,-0.07484611765056691,-0.044354593277583176,0.9962081753969989,80.89636993408203,84.1965560913086
34,True,-0.07453248006282338,-0.04561823040916557,0.9961746264937796,80.88211059570312,84.10407257080078
35,True,-0.07455981112359807,-0.045466872963698036,0.9961795009073998,80.88334655761719,84.11515045166016
36,True,-0.07365751124542597,-0.045650127919142844,0.9962382430212645,80.84178924560547,84.10173797607422
37,True,-0.07372857629668265,-0.04583192198843167,0.9962246393078774,80.8450927734375,84.08843231201172
38,True,-0.07501798449216547,-0.045178748884182975,0.996158211657161,80.9044189453125,84.13623809814453
39,True,-0.07512562581387135,-0.04516457191475747,0.9961507425032774,80.90937805175781,84.13727569580078
40,True,-0.07491652510342645,-0.04551617891300153,0.9961504864846412,80.89979553222656,84.11154174804688
41,True,-0.07321208035099999,-0.04661370250308651,0.9962264572021928,80.8214111328125,84.03121185302734
42,True,-0.07080760876853667,-0.04640074830008825,0.9964101831563513,80.7105712890625,84.04679870605469
43,True,-0.07001722935690269,-0.04688346229794444,0.9964434397175488,80.67422485351562,84.01146697998047
44,True,-0.06933148137098624,-0.0469084784892862,0.9964902108584532,80.64263153076172,84.00963592529297
45,True,-0.0689731110000812,-0.04697268657902842,0.9965120554586978,80.62612915039062,84.00493621826172
46,True,-0.06788196243847322,-0.04735032210561249,0.9965691075745808,80.57591247558592,83.977294921875
47,True,-0.06757285048091438,-0.04753762598547517,0.9965811978928506,80.56169891357422,83.96358489990234
48,True,-0.0665397208328726,-0.04761757098375791,0.9966468945845816,80.51411437988281,83.95773315429688
49,True,-0.06669361252934172,-0.047864179054506,0.9966247952018975,80.521240234375,83.93968200683592
50,True,-0.06535066860332771,-0.048332267739958724,0.9966911668155845,80.45944213867188,83.9054183959961
51,True,-0.06438606009307768,-0.04871019132345282,0.996735547939835,80.4150619506836,83.87775421142578
52,True,-0.06299006281199519,-0.048780751574598866,0.996821293042418,80.35076904296875,83.87258911132812
53,True,-0.06224490406666026,-0.04848558506677138,0.9968825005779093,80.31640625,83.89419555664062
54,True,-0.06207893751430145,-0.04837083168884546,0.9968984241931697,80.30874633789062,83.90259552001953
55,True,-0.060076808361600946,-0.048350507454496365,0.9970220687256507,80.21653747558592,83.90408325195312
56,True,-0.05915899878918685,-0.04845233687864129,0.9970720053803837,80.17428588867188,83.8966293334961
57,True,-0.05897546065237937,-0.04809108508707718,0.9971003673532505,80.16578674316406,83.9230728149414
58,True,-0.05626574148499657,-0.048416274519849485,0.9972412098869371,80.04106140136719,83.8992691040039
59,True,-0.055017461177116485,-0.04808774978437601,0.9973267505117366,79.98355102539062,83.9233169555664
60,True,-0.05360212424286302,-0.04783436944243327,0.997416004171127,79.91836547851562,83.94186401367188
61,True,-0.053124953974221095,-0.04777151896691549,0.9974445454464276,79.89639282226562,83.94646453857422
62,True,-0.05119121666588007,-0.04807743118824908,0.9975309618987303,79.80741882324219,83.924072265625
63,True,-0.04935346741992863,-0.04783384829499006,0.9976352831626004,79.72280883789062,83.94190216064453
64,True,-0.048694380922291676,-0.0476737511847043,0.9976753333196996,79.69245910644531,83.95362091064453
65,True,-0.048196532830155035,-0.04745851453356233,0.997709769232225,79.66952514648438,83.96937561035156
66,True,-0.046558108775095884,-0.047184905441407465,0.9978005448013003,79.59410095214842,83.9894027709961
67,True,-0.0452141804979186,-0.04698258878339373,0.9978718926962078,79.53224182128906,84.00421142578125
68,True,-0.04330706229896097,-0.04723472861842948,0.9979445770018379,79.44451904296875,83.98575592041016
69,True,-0.04247457271421563,-0.04725025925000931,0.9979796208708631,79.40621948242188,83.984619140625
70,True,-0.04109140126407465,-0.046873455813173516,0.9980552970062757,79.3425521850586,84.01219940185547
71,True,-0.040480935467727,-0.046604321305199904,0.9980928469332597,79.31444549560547,84.03189849853516
72,True,-0.03975191286198376,-0.046120245935007416,0.9981446329759569,79.28086853027342,84.06732940673828
73,True,-0.03911113634861991,-0.04587559820462055,0.9981812202715937,79.25137329101562,84.08523559570312
74,True,-0.03767141629870583,-0.0466208947520154,0.9982020619927465,79.18521118164062,84.03068542480469
75,True,-0.037275083866507706,-0.046566066822382374,0.9982194996810261,79.16697692871092,84.03469848632812
